relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
29,QA Engineer | Poland,linkedin,Quality Assurance Automation Engineer,Intellias,Poland,On-site,Full-time,"Javascript, Pytest, Python, Test Automation","Azure, Gitlab, Pandas",English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-intellias-4413456323,2026-05-18T13:52:05.972203+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,Vallum Associates,United Kingdom,On-site,Full-time,"Ci/Cd, Python","Devops, Docker, Ansible, Kubernetes, Fastapi",English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-vallum-associates-4405618833,2026-05-18T13:53:38.669427+00:00
0,Python Developer | United Kingdom,linkedin,Full Stack Developer | Python & JavaScript,RedRock Resourcing,"Greater Bristol Area, United Kingdom",Hybrid,Full-time,"Javascript, Python","Microservices, Docker, Nosql, Linux, Kubernetes, Sql",English,,,Recent,https://uk.linkedin.com/jobs/view/full-stack-developer-python-javascript-at-redrock-resourcing-4413549255,2026-05-18T13:53:38.669723+00:00
0,Python Developer | United Kingdom,linkedin,Python AI Engineer,Crisil,"London Area, United Kingdom",On-site,Full-time,"Generative Ai, Llm, Python","Azure, Microservices, Databricks, Django, Flask, Sql",English,,,Recent,https://uk.linkedin.com/jobs/view/python-ai-engineer-at-crisil-4413440863,2026-05-18T13:53:38.669875+00:00
0,Python Developer | United Kingdom,linkedin,Software Engineer (Python) - AI Platform,Revolut,United Kingdom,Remote,Contract,"Ci/Cd, Generative Ai, Python","Terraform, Ansible",English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-python-ai-platform-at-revolut-4250197984,2026-05-18T13:53:38.670024+00:00
0,Python Test | Austria,linkedin,Production Test Automation Engineer (m/w/d),Vusion,"Fernitz, Styria, Austria",Remote,Contract,"Python, Test Automation",Safe,English,,,Recent,https://at.linkedin.com/jobs/view/production-test-automation-engineer-m-w-d-at-vusion-4405638520,2026-05-18T13:53:43.447063+00:00
0,Python Test | Slovakia,linkedin,Quality Assurance Automation Engineer,Billdu,"Bratislava, Bratislava, Slovakia",Remote,Full-time,"Can, Ci/Cd","Appium, Cypress, Postman",English,,,Recent,https://sk.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-billdu-4387888986,2026-05-18T13:53:50.647010+00:00
0,Python Test | Czech Republic,linkedin,Data Quality Engineer - Remote Work,BairesDev,Dominican Republic,Remote,Contract,Can,"Sql, Azure",English,,,Recent,https://do.linkedin.com/jobs/view/data-quality-engineer-remote-work-at-bairesdev-4413831552,2026-05-18T13:53:53.038373+00:00
0,Python Test | Czech Republic,linkedin,Trainee in Application Lab,STMicroelectronics,"Batey 8, Independencia Province, Dominican Republic",On-site,Internship,"Can, Python","Internship, Trainee, Intern",English,,,Recent,https://do.linkedin.com/jobs/view/trainee-in-application-lab-at-stmicroelectronics-4377848452,2026-05-18T13:53:53.039022+00:00
0,Python Test | Poland,linkedin,Automation QA Engineer,N-iX,Cracow Metropolitan Area,Remote,Contract,"Ci/Cd, Github Actions, Java, Jenkins, Python, Robot Framework, Test Automation","Load Testing, Appium, Regression Testing, Azure, Safe, Github, Agile, Performance Testing, Postman",English,,,Recent,https://pl.linkedin.com/jobs/view/automation-qa-engineer-at-n-ix-4414475305,2026-05-18T13:53:55.496270+00:00
0,Python Test | USA,linkedin,QA Automation Engineer (A),Blue Coding,United States,Remote,Contract,"C, Can, Javascript, Playwright, Selenium, Test Automation","Zephyr, Github, Jira, Agile, C#, Cypress, Vue.Js",English,,,Recent,https://www.linkedin.com/jobs/view/qa-automation-engineer-a-at-blue-coding-4413161064,2026-05-18T13:53:58.111814+00:00
0,Python Test | USA,linkedin,Software QA Engineer,Peaple Talent,United States,Remote,Full-time,,Bdd,English,,,Recent,https://www.linkedin.com/jobs/view/software-qa-engineer-at-peaple-talent-4415480871,2026-05-18T13:53:58.111974+00:00
0,Python Test | United Kingdom,linkedin,Software Quality Engineer,Helic & Co.,United Kingdom,Remote,Full-time,"Ci/Cd, Github Actions, Java, Javascript, Jenkins, Playwright, Python, Selenium","Postman, Azure, Gcp, Jira, Github, Agile, Performance Testing, Cypress, Aws, Git",English,,,Recent,https://uk.linkedin.com/jobs/view/software-quality-engineer-at-helic-co-4416211388,2026-05-18T13:54:00.588430+00:00
0,Python Test | United Kingdom,linkedin,Quality Assurance Engineer,develop,"Fareham, England, United Kingdom",Remote,Internship,"Ci/Cd, Javascript, Playwright, Python, Test Automation","Postman, Manual Testing, Dart, Agile, Cypress, Git",English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-develop-4406797892,2026-05-18T13:54:00.588950+00:00
0,Python Test | United Kingdom,linkedin,Quality Assurance Automation Engineer,Connect-AI,"London Area, United Kingdom",Remote,Full-time,"Can, Ci/Cd, Github Actions, Integration Testing, Jenkins, Playwright, Selenium, Typescript","Node.Js, Cypress, Manual Testing, Docker, Github, Gitlab, Mongodb, React",English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-connect-ai-4416233906,2026-05-18T13:54:00.589613+00:00
0,Python Test | United Kingdom,linkedin,Quality Assurance Automation Engineer,Maxwell Bond,"Manchester Area, United Kingdom",Remote,Full-time,"Python, Test Automation","Aws, Appium",English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-maxwell-bond-4408820793,2026-05-18T13:54:00.589926+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software Engineer,WorkGenius Group,"Munich, Bavaria, Germany",Hybrid,Internship,"C, C++, Can, Ci/Cd, Embedded Systems, Firmware, Hil, I2C, Rtos, Sil, Spi, Uart",,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-engineer-at-workgenius-group-4408493820,2026-05-18T13:54:02.964341+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Softwareentwickler (w/m/d) – Modellbasierte Softwareentwicklung,Actana Consulting Services GmbH,"Munich, Bavaria, Germany",On-site,Full-time,"C, C++, Embedded Systems, Python","Matlab, R, Linux",German,,,Recent,https://de.linkedin.com/jobs/view/embedded-softwareentwickler-w-m-d-%E2%80%93-modellbasierte-softwareentwicklung-at-actana-consulting-services-gmbh-4412937433,2026-05-18T13:54:02.964877+00:00
0,Firmware Engineer | Germany,linkedin,Software Engineer (m/w/d),jobvalley,"Cologne, North Rhine-Westphalia, Germany",Remote,Contract,Ci/Cd,"Scrum, R, Postgresql, Ruby",German,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-m-w-d-at-jobvalley-4413556872,2026-05-18T13:54:02.965223+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software Engineer (m/w/d),Ingenieurbüro Filgis,"Munich, Bavaria, Germany",Remote,Contract,"C, C++, Embedded Linux, Python","Fpga, R, Linux, Git",German,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-engineer-m-w-d-at-ingenieurb%C3%BCro-filgis-4412256755,2026-05-18T13:54:02.965404+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Softwareentwickler (m/w/d),ICT Digital Solutions GmbH,Germany,Remote,Internship,"Arm, C, C++, Cortex-M, Rtos","Stm32, R, Esp32, Git",German,,,Recent,https://de.linkedin.com/jobs/view/embedded-softwareentwickler-m-w-d-at-ict-digital-solutions-gmbh-4412442380,2026-05-18T13:54:02.965881+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Software Developer,Frauscher Sensor Technology India,"Vienna, Vienna, Austria",On-site,Contract,"C, Embedded Systems","Agile, R",English,,,Recent,https://at.linkedin.com/jobs/view/embedded-software-developer-at-frauscher-sensor-technology-india-4414219958,2026-05-18T13:54:05.328945+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Software Developer (m/w/d),efinio IT & Engineering,"Upper Austria, Austria",Remote,Full-time,"Arm, C, C++, Can, Driver Development, I2C, Microcontroller, Rtos, Spi, Uart","Associate, Stm32, Freertos, R, Esp32",German,,,Recent,https://at.linkedin.com/jobs/view/embedded-software-developer-m-w-d-at-efinio-it-engineering-4403395676,2026-05-18T13:54:05.329129+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Software Engineer (full-time)  (f/m/d),TriLite Technologies,"Vienna, Vienna, Austria",Remote,Contract,"C, C++, Ci/Cd, Embedded Systems","Linux, Machine Learning",English,,,Recent,https://at.linkedin.com/jobs/view/embedded-software-engineer-full-time-f-m-d-at-trilite-technologies-4412232586,2026-05-18T13:54:05.329293+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Software Entwickler (w/m/d),Knorr-Bremse AG,"Mödling, Lower Austria, Austria",Remote,Full-time,"C, C++, Embedded Systems","R, Product Owner",German,,,Recent,https://at.linkedin.com/jobs/view/embedded-software-entwickler-w-m-d-at-knorr-bremse-ag-4395938202,2026-05-18T13:54:05.330099+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer – e-Bike Systems,Specialized Bicycle Components,"Cham, Zug, Switzerland",On-site,Internship,"Bash, C, Can, Firmware, Integration Testing, Python","Jira, Git",English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-%E2%80%93-e-bike-systems-at-specialized-bicycle-components-4249261377,2026-05-18T13:54:07.750394+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer (80%-100%) - Zurich,Code Compass 🧭,Zürich Metropolitan Area,Remote,Full-time,"Bash, C, C++, Driver Development, Embedded Systems, Python","Agile, Linux, Git",English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-80%25-100%25-zurich-at-code-compass-%F0%9F%A7%AD-4412248850,2026-05-18T13:54:07.750595+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer,Coopers Group AG,Switzerland,Remote,Internship,"C, C++, Can, Embedded Linux, Uart","R, Linux",German,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-at-coopers-group-ag-4410396252,2026-05-18T13:54:07.750771+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer (BE-CEM-EDL-2026-136-GRAE),CERN,"Geneva, Geneva, Switzerland",On-site,Contract,"C, Can, Embedded Linux, Firmware, Pytest, Python","Graduate, Associate, Verilog, Fpga, Vhdl, Linux, Soc, Git",English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-be-cem-edl-2026-136-grae-at-cern-4410138339,2026-05-18T13:54:07.750933+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer – e Bike Systems (80–100%),Specialized Bicycle Components,"Cham, Zug, Switzerland",Remote,Internship,"Bash, C, Can, Firmware, Python","Zephyr, Jira, Git",English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-%E2%80%93-e-bike-systems-80%E2%80%93100%25-at-specialized-bicycle-components-4411218478,2026-05-18T13:54:07.751096+00:00
0,Firmware Engineer | Switzerland,linkedin,Software Engineer,TieTalent SA,Lucerne Metropolitan Area,Remote,Internship,Python,R,German,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-at-tietalent-sa-4413437164,2026-05-18T13:54:07.751445+00:00
0,Firmware Engineer | Switzerland,linkedin,Software Engineer,Etanox AG,"Root, Lucerne, Switzerland",On-site,Contract,"C, C++, Embedded Systems, Javascript, Python",Git,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-at-etanox-ag-4407415434,2026-05-18T13:54:07.751597+00:00
0,Firmware Engineer | Switzerland,linkedin,Java Software Engineer,TMS Technology,"Zurich, Switzerland",Hybrid,Internship,Java,"Mid-Level, Sql",English,,,Recent,https://ch.linkedin.com/jobs/view/java-software-engineer-at-tms-technology-4413413703,2026-05-18T13:54:07.751919+00:00
0,Firmware Engineer | Remote,linkedin,Embedded Engineer,5V Tech,"Munich, Bavaria, Germany",Remote,Contract,"C, Can, Embedded Systems, Firmware, I2C, Spi, Uart","Scrum, Agile, Kanban, Soc",English,,,Recent,https://de.linkedin.com/jobs/view/embedded-engineer-at-5v-tech-4403623390,2026-05-18T13:54:10.123755+00:00
0,Firmware Engineer | Remote,linkedin,Software engineer - automotive,"Albelissa Engineering, IT & Digital Solutions","Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,"C, C++","Autosar, Agile",English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-automotive-at-albelissa-engineering-it-digital-solutions-4410609721,2026-05-18T13:54:10.124079+00:00
0,Firmware Engineer | Remote,linkedin,Junior Software Engineer (m/w/d),TÜV AI.Lab,Germany,Remote,Internship,"Ci/Cd, Typescript","R, Docker, Junior, Postgresql, Git, React",German,,,Recent,https://de.linkedin.com/jobs/view/junior-software-engineer-m-w-d-at-t%C3%BCv-ai-lab-4412245814,2026-05-18T13:54:10.124723+00:00
0,Firmware Engineer | Slovakia,linkedin,Software Engineer,Iron Mountain,Slovakia,Remote,Contract,"Ci/Cd, Python","Google Cloud, Scrum, Gcp, Docker, Agile, Gitlab Ci, Gitlab, Aws, Git, React",English,,,Recent,https://sk.linkedin.com/jobs/view/software-engineer-at-iron-mountain-4401931748,2026-05-18T13:54:12.500384+00:00
0,Firmware Engineer | Slovakia,linkedin,Software Engineer,Cisco,"Bratislava, Bratislava, Slovakia",Hybrid,Full-time,"C, C++, Cursor, Java, Javascript, Python","Node.Js, Devops, Microservices, Mysql, Postgresql, Git",English,,,Recent,https://sk.linkedin.com/jobs/view/software-engineer-at-cisco-4405446409,2026-05-18T13:54:12.500702+00:00
0,Firmware Engineer | Slovakia,linkedin,Hardware Engineer,NOCCA eHMS,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Embedded Systems,Assembly,English,,,Recent,https://sk.linkedin.com/jobs/view/hardware-engineer-at-nocca-ehms-4412288887,2026-05-18T13:54:12.500857+00:00
0,Firmware Engineer | Slovakia,linkedin,Software Engineer,Cisco,"Bratislava, Bratislava, Slovakia",Hybrid,Full-time,"C, C++, Cursor, Java, Javascript, Python","Node.Js, Devops, Microservices, Mysql, Postgresql, Git",English,,,Recent,https://sk.linkedin.com/jobs/view/software-engineer-at-cisco-4405460007,2026-05-18T13:54:12.501012+00:00
0,Firmware Engineer | Czech Republic,linkedin,"Software Development Engineer (Santo Domingo, DO)",Parking Network B.V.,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,"C, Can, Ci/Cd, Github Actions, Github Copilot, Java, Jenkins, Playwright, Python, Selenium, Test Automation, Typescript","Appium, Github, Oracle, Agile, C#, Linux, Aws, Sql",English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-santo-domingo-do-at-parking-network-b-v-4409003517,2026-05-18T13:54:14.927048+00:00
0,Firmware Engineer | Czech Republic,linkedin,Software Engineer Java,Babel,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,"C, Java","Spring Boot, Hibernate, Scrum, Mysql, Docker, C#, Postgresql, Sql Server, Kanban, Git",English,,,Recent,https://do.linkedin.com/jobs/view/software-engineer-java-at-babel-4405918197,2026-05-18T13:54:14.927447+00:00
0,Firmware Engineer | Czech Republic,linkedin,Software Engineer Backend/ Fullstack,Babel,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,"C, Java","Spring Boot, Hibernate, Scrum, Mysql, Docker, C#, Postgresql, Sql Server, Kanban, Git",English,,,Recent,https://do.linkedin.com/jobs/view/software-engineer-backend-fullstack-at-babel-4405928150,2026-05-18T13:54:14.927770+00:00
0,Firmware Engineer | Poland,linkedin,"Software Engineer (Java) - Relocation to Poland, Spain, or UAE",Revolut,Poland,Remote,Full-time,Java,"Redis, Scala, Prometheus, Gcp, Kotlin, Grafana, Tdd, Microservices, Postgresql, Kubernetes",English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-java-relocation-to-poland-spain-or-uae-at-revolut-3845490363,2026-05-18T13:54:17.297946+00:00
0,Firmware Engineer | USA,linkedin,"Software Engineer, New Grad",Notion,"San Francisco, CA",On-site,Contract,"Can, Claude, Javascript, Python, Typescript","Internship, Node.Js, Mysql, Mongodb, React",English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-new-grad-at-notion-4406118990,2026-05-18T13:54:19.894498+00:00
0,Firmware Engineer | USA,linkedin,"Software Engineer, New Grad (AI)",Notion,"San Francisco, CA",On-site,Contract,"Can, Python, Typescript","Internship, Node.Js, Mysql, React",English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-new-grad-ai-at-notion-4407498584,2026-05-18T13:54:19.894690+00:00
0,Firmware Engineer | USA,linkedin,Software Engineer I,Uber,"San Francisco, CA",Hybrid,Contract,"C, C++, Can, Java, Python","Mysql, Github, Git, Sql",English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-i-at-uber-4413278477,2026-05-18T13:54:19.894853+00:00
0,Firmware Engineer | USA,linkedin,Embedded Software Engineer,Wing,"Palo Alto, CA",Remote,Full-time,"C, C++, Can, Rtos, Test Automation","Safe, Linux, Computer Vision",English,,,Recent,https://www.linkedin.com/jobs/view/embedded-software-engineer-at-wing-4344488460,2026-05-18T13:54:19.895011+00:00
0,Firmware Engineer | USA,linkedin,Embedded Software Engineer,Onto Innovation,"Wilmington, MA",On-site,Full-time,"Arm, Bash, C, C++, Can, Embedded Linux, Go, I2C, Integration Testing, Python, Rtos, Spi, Uart, Unit Testing","Fpga, Devops, Jira, Agile, Azure, Linux, Kanban, Git",English,,,Recent,https://www.linkedin.com/jobs/view/embedded-software-engineer-at-onto-innovation-4283192717,2026-05-18T13:54:19.895166+00:00
0,Firmware Engineer | USA,linkedin,"software engineer- ST, Nashville TN",Starbucks,"Nashville, TN",Remote,Internship,"C, C++, Ci/Cd, Go, Java, Python","Azure, Director, Perl, Nosql, Ruby, Aws, Sql",English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-st-nashville-tn-at-starbucks-4411459601,2026-05-18T13:54:19.895342+00:00
0,Firmware Engineer | USA,linkedin,"Software Engineer I, RLE",Handshake,"San Francisco, CA",On-site,Contract,"Can, Ci/Cd, Typescript","Gcp, Postgresql, Aws",English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-i-rle-at-handshake-4405865286,2026-05-18T13:54:19.895506+00:00
0,Firmware Engineer | USA,linkedin,Software Engineer I,Sony Interactive Entertainment,Los Angeles Metropolitan Area,Hybrid,Full-time,"C, C++, Can, Javascript, Typescript","Scrum, Safe, Agile, React, Kubernetes",English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-i-at-sony-interactive-entertainment-4412034983,2026-05-18T13:54:19.895961+00:00
0,Firmware Engineer | United Kingdom,linkedin,Embedded Software Engineer,EVONA,"London, England, United Kingdom",On-site,Full-time,"C, C++, Can, Embedded Linux, I2C, Python, Rtos, Spi, Uart","Docker, Linux, Soc, Kubernetes",English,,,Recent,https://uk.linkedin.com/jobs/view/embedded-software-engineer-at-evona-4398247096,2026-05-18T13:54:22.337865+00:00
0,Firmware Engineer | United Kingdom,linkedin,"Software Engineer, Agents",Decagon,"London, England, United Kingdom",On-site,Full-time,"Ai Agents, Can, Python, Typescript",,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-agents-at-decagon-4410965942,2026-05-18T13:54:22.338342+00:00
0,Firmware Engineer | United Kingdom,linkedin,Embedded Software Engineer,Premier Group,"Crawley, England, United Kingdom",Hybrid,Contract,"C, C++, Can, Ci/Cd, Embedded Linux, Embedded Systems, Firmware, Python, Rtos",Linux,English,,,Recent,https://uk.linkedin.com/jobs/view/embedded-software-engineer-at-premier-group-4413954239,2026-05-18T13:54:22.338656+00:00
