relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Python Test | Germany,linkedin,Senior Software Developer Test (m/w/d),Rohde & Schwarz,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,"C, C++, Ci/Cd","Senior, Gitlab Ci, R, Gitlab, Jira, Linux, Git",German,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-software-developer-test-m-w-d-at-rohde-schwarz-4468519132,2026-09-24T14:47:01.480033+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Software Engineer,Etac Group,"Arnoldstein, Carinthia, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-software-engineer-at-etac-group-4463025019,2026-09-24T14:47:34.620337+00:00
0,Firmware Engineer | Switzerland,linkedin,R&D Engineer – Embedded Firmware  (80 - 100%)  f/m/d,ABB,"Quartino, Ticino, Switzerland",Remote,Full-time,Firmware,R,English,,,Recent,https://ch.linkedin.com/jobs/view/r-d-engineer-%E2%80%93-embedded-firmware-80-100%25-f-m-d-at-abb-4463660472,2026-09-24T14:47:37.590424+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded SW Developer,Hyperscale Power,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-sw-developer-at-hyperscale-power-4452238577,2026-09-24T14:47:37.590669+00:00
0,Firmware Engineer | Switzerland,linkedin,R&D Engineer – Embedded Firmware (80 - 100%) f/m/d,ABB,"Quartino, Ticino, Switzerland",Remote,Full-time,Firmware,R,English,,,Recent,https://ch.linkedin.com/jobs/view/r-d-engineer-%E2%80%93-embedded-firmware-80-100%25-f-m-d-at-abb-4461999545,2026-09-24T14:47:37.590902+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer – C/C++,yellowshark® AG,"Lachen, Schwyz, Switzerland",On-site,Full-time,"C, C++",,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-%E2%80%93-c-c%2B%2B-at-yellowshark%C2%AE-ag-4451218442,2026-09-24T14:47:37.591272+00:00
0,Firmware Engineer | Switzerland,linkedin,Junior Firmware Engineer Embedded Systems C/C++  (all),Oetiker Group,"Horgen, Zurich, Switzerland",On-site,Full-time,"C, C++, Embedded Systems, Firmware",Junior,English,,,Recent,https://ch.linkedin.com/jobs/view/junior-firmware-engineer-embedded-systems-c-c%2B%2B-all-at-oetiker-group-4461131077,2026-09-24T14:47:37.591547+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer - SoM,Harmattan AI,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-som-at-harmattan-ai-4469817413,2026-09-24T14:47:37.591755+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer,Searchability®,"Vaud, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-at-searchability%C2%AE-4467700937,2026-09-24T14:47:37.592114+00:00
0,Firmware Engineer | Slovakia,linkedin,Robotics Developer,WEZEO,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/robotics-developer-at-wezeo-4461887569,2026-09-24T14:47:44.079016+00:00
0,Firmware Engineer | Slovakia,linkedin,Automotive Application Engineer,Axelera AI,Slovakia,On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/automotive-application-engineer-at-axelera-ai-4468141631,2026-09-24T14:47:44.079164+00:00
0,Firmware Engineer | Slovakia,linkedin,"Engineer, Automation (m/f/d)",Danfoss,"Považská Bystrica, Trenciansky, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/engineer-automation-m-f-d-at-danfoss-4464355868,2026-09-24T14:47:44.079966+00:00
0,Firmware Engineer | Czech Republic,linkedin,Trainee in Application Lab,STMicroelectronics,"Batey 8, Independencia Province, Dominican Republic",On-site,Full-time,,Trainee,English,,,Recent,https://do.linkedin.com/jobs/view/trainee-in-application-lab-at-stmicroelectronics-4377848452,2026-09-24T14:47:47.529755+00:00
0,Firmware Engineer | Czech Republic,linkedin,Product Security & Compliance Engineer,Nabu Casa,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/product-security-compliance-engineer-at-nabu-casa-4461099578,2026-09-24T14:47:47.530095+00:00
0,Firmware Engineer | Poland,linkedin,Embedded Firmware Engineer — Wireless Connectivity,needCode,"Cracow, Małopolskie, Poland",On-site,Full-time,Firmware,,English,,,Recent,https://pl.linkedin.com/jobs/view/embedded-firmware-engineer-%E2%80%94-wireless-connectivity-at-needcode-4470288763,2026-09-24T14:47:51.063833+00:00
0,Firmware Engineer | Poland,linkedin,Firmware Engineer/ C/C++ Developer (Embedded),Alarm.com,"Warsaw, Mazowieckie, Poland",On-site,Full-time,"C, C++, Firmware",,English,,,Recent,https://pl.linkedin.com/jobs/view/firmware-engineer-c-c%2B%2B-developer-embedded-at-alarm-com-4454666901,2026-09-24T14:47:51.064004+00:00
0,Firmware Engineer | Poland,linkedin,Embedded Engineer,Axos Group,"Gdańsk, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/embedded-engineer-at-axos-group-4471443378,2026-09-24T14:47:51.064637+00:00
0,Firmware Engineer | Poland,linkedin,C/C++ Firmware Engineer (f/m/x),Sii Poland,"Rzeszów, Podkarpackie, Poland",On-site,Full-time,"C, C++, Firmware",,English,,,Recent,https://pl.linkedin.com/jobs/view/c-c%2B%2B-firmware-engineer-f-m-x-at-sii-poland-4468975976,2026-09-24T14:47:51.064969+00:00
0,Firmware Engineer | Poland,linkedin,C/C++ Firmware Engineer (f/m/x),Sii Poland,"Bydgoszcz, Kujawsko-pomorskie, Poland",On-site,Full-time,"C, C++, Firmware",,English,,,Recent,https://pl.linkedin.com/jobs/view/c-c%2B%2B-firmware-engineer-f-m-x-at-sii-poland-4468971955,2026-09-24T14:47:51.065122+00:00
0,Firmware Engineer | USA,linkedin,Firmware Engineer III,Universal Electronics,"Santa Ana, CA",On-site,Full-time,Firmware,,English,,,Recent,https://www.linkedin.com/jobs/view/firmware-engineer-iii-at-universal-electronics-4465248043,2026-09-24T14:47:54.556413+00:00
0,Firmware Engineer | USA,linkedin,"Embedded Firmware Engineer, Connected Warfare",Anduril Industries,"Costa Mesa, CA",On-site,Full-time,Firmware,,English,,,Recent,https://www.linkedin.com/jobs/view/embedded-firmware-engineer-connected-warfare-at-anduril-industries-4460523169,2026-09-24T14:47:54.556577+00:00
0,Firmware Engineer | USA,linkedin,Sr. Firmware Engineer,Vertiv,"Lincoln, NE",On-site,Full-time,Firmware,,English,,,Recent,https://www.linkedin.com/jobs/view/sr-firmware-engineer-at-vertiv-4370110601,2026-09-24T14:47:54.556909+00:00
0,Firmware Engineer | USA,linkedin,Firmware Engineer III,Universal Electronics,"Scottsdale, AZ",On-site,Full-time,Firmware,,English,,,Recent,https://www.linkedin.com/jobs/view/firmware-engineer-iii-at-universal-electronics-4465239147,2026-09-24T14:47:54.557664+00:00
0,Firmware Engineer | United Kingdom,linkedin,Embedded Software Engineer,Chevalier Tech Limited,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/embedded-software-engineer-at-chevalier-tech-limited-4460969571,2026-09-24T14:47:57.149057+00:00
0,Firmware Engineer | United Kingdom,linkedin,Embedded Firmware Engineer,HID,"Tongwynlais, Wales, United Kingdom",On-site,Full-time,Firmware,,English,,,Recent,https://uk.linkedin.com/jobs/view/embedded-firmware-engineer-at-hid-4405533333,2026-09-24T14:47:57.149208+00:00
0,Firmware Engineer | United Kingdom,linkedin,Firmware Engineer,IC Resources,"Gloucestershire, England, United Kingdom",On-site,Full-time,Firmware,,English,,,Recent,https://uk.linkedin.com/jobs/view/firmware-engineer-at-ic-resources-4419499135,2026-09-24T14:47:57.149358+00:00
